
scottsteiner,954.9960844721473
androsman,1044.4835462363853
turtless,1081.3970087997332
flamingbidoof92,1115.7998602279429
ilikemilkywilky,1013.0464334506777
awsomenes2001,961.0238484085315
indefiniteminimum,1223.3463722163685
manudomadragon,981.6984616636316
fredtheslifer,986.3850929080012
hashtagarmcannons,NaN
dabicboi,NaN
pinsah02,993.0838120483822
andygardevoir,947.7372255322111
erasthamus,1092.4119187711672
exodik,1046.5271245980512
thetragicprince,NaN
pbou5,1130.4434886365477
zaily,NaN
beastlygible,983.263693206478
snowcover,971.1866283464605
pancakez,1135.6240160322877
championelde,1096.320506532317
ipookeyi,919.0282870882688
charliesnoddy,943.4874388680468
murderedbyrocks,1313.5814845331006
immrwall,1004.5122758134149
earh,1001.5620560580136
bryce919,984
makotoitou,986.3262096511608
sbjk,1112.136666536127
puppetmm2,1099.6630816105544
ampharos27,968.07740480022
sasso,1014.8510188967805
alexsilver,996.8598482860798
morehaxplz,1010.6426102849149
thedonphanatic,1025.9182545697922
otacon50,1054.208730553496
medutchyy,1011.4599855523886
espeonag3,1199.6337548449947
1yearold,989.4778938752266
denestygg,920.8354934662884
thehopelessgamer1,1101.1509831432608
yigo,1090.7788808900577
pranksterturtwig,1075.9569374946122
drunkkigon,991.185245041971
keenmans,971.2941642261325
childdestroyer,1002.4310524816049
specshiddenpower,972.7743789386146
markbear123,983.840099707079
money12wolf,954.6883528035447
danielingram,983.5442403997197
pipoloi,1010.1503727745622
stealthyshaymin,1053.6156159344805
daviddavidson,1077.3465734700662
hitmonleeee,986.6373934135476
specsferrothornz,1002.1317195607301
mrswag75,1040.674634018889
eviolitegoomy,1192.1721343950014
thedragonlord6,1061.8003203213098
evilmonkey9,1173.052888248185
rmac97,1168.3810433776716
adamlostthegame,983.2374345375836
hotterthenrotomh,955.1367856197521
shedinjanigans,1209.538132696261
krimson88,1181.1293549978132
arsonfist,986.0683830081141
douevenhax,1009.7980963559052
fluffyeyeball,1150.583663438261
9dragan,984
donquixotethe2n,969.5979845873434
mrsmonopoly,NaN
landas1,985.9075519596341
rowdyrufflet,1109.4777522165803
aaronundead,1086.5696171850216
dracoinfinity,983.6006830719115
pikachu6780,1023.1618136857253
darkwaffle,1007.1283825814016
phatguy,965.654082611143
frnkntein,985.5164339308994
tryhardacai,1005.4209521407141
quilavaa,NaN
professorkorps,988.7616238798861
tacopancakez,1000.5093038760111
wdlth,984
pappu10,1110.359723357997
peppamint,969.9342298197655
supahdice,989.5825035978464
xatud2,989.99935922726177
gogenosmith,1039.0372877798764
docdesu,992.9927835776856
sweezzyrank,1008.4408439200009
sse,1032.8480350030493
sebastianflow,1009.0123610663796
lawyuuichi,985.652101901846
poosch,983.4561257917899
dark4ever,984.1928692626274
meer,1003.1296268790486
mefirst,1000.8485614156385
absolutemaximum,996.625857224558
anynoone,1030.12130639309
silverkill,NaN
autisticoctopus,988.0362083709704
irishtreeko,994.14020138799
alcani,983.4271357554447
avstunfisk,1081.0035185013182
titanteatime,1072.5076031887922
xvenomiizz,NaN
yallthirsty,NaN
axiaste,1087.906403894288
shinehunter52,1080.7662653936611
serenepower,1077.127076854268
srmfrot,1031.423114479847
ironballgastly,982.9100357868225
funinfuneral,1046.675333393006
hashtagassflower,977.733846425055
assaultvesttangela,NaN
beefyasians,1019.2434719626177
beefyasian,1060.840920991888
arantir,970.455456960567
gymleaderprajesh,1039.5305823543554
oxideflamez,1002.1875012482974
dkuenjeru,953.1562393603346
lordpranesh,991.0748841196514
brioh,999.1112220036904
heavenpiercing,999.9652940995777
grossmeta,984.7639099328227
thebrunobattle,1037.1720718244223
imonster,1000
nne,997.5780852306357
find,984
squidprintsyt,1037.5132792058378
groudonomegaruby,997.1379534730764
thegreatpinsah,997.7584602901865
ferrohorny,1058.7546154189704
2spoopy4u,980.7336749716147
kernsy,922.6180898440596
bandedpyrotoz,992.8835281808728
therealplicks,1005.5837565620775
quantumroads,987.1357123828076
e4icehawk,985.8680458049454
mynameispaddy,1002.3600499510603
raygod,844.9579653704808
z0mog,1066.8722061946207
therogerrabbit,1029.2896384454718
dolanthedk,1022.1803718199344
jaydeekey,1018.1060895264733
hethinkshespeople,1048.6644991932214
viralx69,967.1254193248698
infinitousboy,889.4343859604836
righteousjet8,987.5891434542295
frstythenowman,1106.3667728145863
dolanthedck,990.3570322833065
topfeg,993.9017206208409
darkmew03,1008.5640461701754
firebreathingyoshi,1003.9797001717047
shuppeting,985.0861649540661
dlnthdk,982.5774581388395
jaydosgaming,1015.098712382636
flyingflygon,1168.590456074774
quadweathersuicune,1047.974224219035
spodurmin,984.8785421013799
oople,1018.8740429192255
chemayoshi,1023.2736420742025
deadpilotroberts,986.2816593406872
f33dme,1033.593658063285
xkairyu,1081.1217400951296
akkie,1084.4023134153824
shadowninja239,1000.3738589515239
thundra,1071.1625802373478
itsnartlex,1019.0684500061845
skytasticgamer,1022.13247848655766
xkingmyers,1017.5500827518521
aesffs,1008.1111005102396
qr7,1050.9977427474305
vvash,991.2762192167803
ufukingdipdat,986.733345740621
fitemepls,1128.1864563575398
midlifesword,999.9007116173409
gamekeeper687,985.9308403224112
goldmurder,1038.1052666541254
codemonkeydave,1095.5559048714906
randomstufflol,1018.6540979017392
rollinglightning,1015.0985894426914
orinmarkov,1032.486517856761
ilikesoda,1022.8637506505181
nurplepips,984.5826976475186
shuuuboopi,975.8512004736994
mat225,1099.1673749704885
abusivehousewife,984.5014665640215
obviouslyanalt,991.0098166232617
frstycette,987.5305036285532
tutters,1017.3874844220276
angryhousewife,1038.2836104750304
kiirochu,1097.944847349341
ltijumpyomom,1051.5857606334098
cidemtaberif,1052.8575710283153
j1nglb3rg4,987.4039783686296
mrmimemania,987.7660181645653
lolcatadvanced,1005.4476489749509
nitrohero0,1043.09869258243
thepoisonmirage,1079.5956461025085
colonelfeli,920.5189742691463
merenguitos,984.1247741264921
elmo12,1003.2559178703632
littlejoe,1021.4491675709289
rossydude,982.4930910152923
farfetchdop,994.419316346612
gooback,1011.0070471654435
dontdotoad,981.8247553118642
penguin1017,1034.6917594145675
ratchetstarmie,982.765646100984
wink,1045.9807378355058
shyguywarrior,1054.30932263954
quipoz,998.4525269242283
theamazingchema,1008.4508829415084
meatyfedora,985.9894692888429
buttsaggintoniii,1041.4036026474892
toomanythreats,1030.3986616241727
koikazma,NaN
macarrones,947.4066495501575
kimog,1006.9748926128788
bakedgoldfish,985.2727894162975
sweepcune,1045.6687735484563
certifiedusername,1010.0253478788454
01aceking,NaN
sexyglaceon,978.1847437985933
samtherandom,992.9012832095788
sneakysableye12,999.0142887445397
humaneer,996.7670029451142
orphic,1078.4514965937818
bigdaddykong,995.268022058078
anatunameddoge,1014.9946485241812
trafflewaffles,983.1823016498419
miltanksutters,1046.8299649801452
deoxysog,993.2070221851121
web3blazin,1029.4447715630463
mablethebeast,981.6480090839884
eaglex2505,975.6753152731044
verlisifishjones,986.5804083029312
revninja,1049.6702920644095
napdapimp,969.4695015289755
bobug817,983.8684821856085
desmieddeathkid,969.6110656368749
nateboomer21,975.6635680313843
verytallmidget,999.0326672932894
sirkm,958.5041835572919
aerdo,1008.7978106263282
guest222,987.0663410005782
simplyju,1003.9005610537856
kierana7x,983.71510616883577
purtyboisquare,988.2894122314019
therealsiranubis,989.61674750297899
bellino65,982.3335178922027
pennilesspaladin,1034.9002955156975
usainjolt,992.6036565355419
toad878,974.9583043959616
oriitta,1038.4820588804394
vrlify,1023.5197533131669
glassthedragon,1058.6677544120537
masternico,986.9296360039532
blackrbbit,1029.598356546542
toastedthebakery,1016
waterphoenix,959.9552034891486
pokepat,985.0319428883702
nickii,985.0184190358675
modernichigo,1015.263693206478
m4r1jn,1012.324487284254
andy30,1000.736306793522
revpoker,983.263693206478
13490ufd,1009.5730703966203
hotarukun,975.0883290759963
agentcronos,973.8155287062746
flyingsohigh,992.930981908757
bobbyv,1015.4802478438439
thelumpypumpkin,1079.269106753288
pureskill740,984.64020551061511
dbbferprez,982.5477723271165
xvenomiizzaway,983.2565859925055
nlninja,985.5875688301998
guest57,1017.363881992215
cyberbob,1175.354785577415
assaultvestumbreon,994.9790349873422
blakair,NaN
darrien,963.9962302099034
phreshweezing,968.502589750537
subomie,1241.8957027848855
badgirldridri,1082.0339081301693
citrusyer,984
stpaul,986.4763225208654
blckrbbt,NaN
explouding,994.6969380380208
amit07,1004.1231366150555
jjojj,1023.3348051949887
afilagarras,1000
momsaghtt,985.4740853323173
hug,1088.111810239839
isawa,1030.8437489329617
yaaameaaan,1010.9700260895148
thelittlepichu,1026.0953430306809
lesbianmimi,1006.8042060543721
rokudomurkrow,1029.041897946518
criston,991.0431815771409
kxrnsy,984.3268631812823
cpo,992.2565570229176
pistoleroeonic,NaN
megaman102,991.8756539585153
electrokirby,988.8585736016263
brittlewind,1082.107514988449
plin,984
yolododo,1002.2271784626374
advil,983.56789287960266
dalag,984.6708445757783
oshequesabrozo,NaN
ubersmimi,NaN
republicanmimi,991.4754202263096
picopie,NaN
retrofeather,1000.9970065677213
inkyfeather,NaN
alaskaa,984
dongthesteve,NaN
auralshock,NaN
mokatem,968.2495999852929
metalicmachine,1016.2616461601517
xximpokenoobxx,NaN
synsagechevy,NaN
dittousedtransform,982.008625326765
jd,NaN
cohnjenaroserade,NaN
alexe29754,993.3299190974379
randomshitlol,NaN
duskapex,NaN
thatonehoennfan,NaN
sbet777,NaN
dongtheallknowing,NaN
senpaiqueel,NaN
omegasupreme,NaN
mnmi,NaN
joltikk,NaN
buttofthetitantank,984
jumpandshoot,NaN
otmsprime,NaN
volcun,NaN
lucariomasterd,984
galexe,1066
kamuigakupo,984
sppregaladog01,NaN
guardgarchomp,1050
